GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "95000","Southeast",5,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",9867.4,8480.3,7449.1,5618.7,5736.6,6929.2,7626.7,8789.5,9566.2,8882.5,9582.4,10449.4,13874.8,19303.5,23860.4,26244.0,27155.1,27831.0,29094.8,32591.7,32213.1,36069.4,41425.6,44341.5,46434.9,46472.7,50446.9,54581.6,57636.0,60328.6,64602.8,66930.0,70593.3,75390.4,80424.6,86834.6,94367.9,103487.2,112233.9,124347.6,138939.4,152550.0,168335.2,189159.0,214955.9,239478.1,262258.2,291459.7,323485.4,367595.0,412930.2,465434.0,526761.6,564550.5,607945.0,675542.6,726369.3,773945.8,826505.5,898850.2,977272.9,1039866.1,1089343.2,1169367.4,1235140.5,1309965.1,1395632.8,1481272.1,1571741.4,1688323.4,1771502.0,1899855.6,1986389.3,2040468.2,2132775.0,2281487.4,2443495.2,2622134.4,2766647.5,2857798.6,2770280.1,2889336.6,3038507.1,3173915.8,3188790.8,3366606.7,3539296.7,3640705.1,3823894.2,4012286.0,4192547.4,4457671.5,4818997.4
 "95000","Southeast",5,SAINC1,2,"...","Population (persons) 1/","Number of persons",27152000,27312000,27463000,27665000,27903000,28190000,28418000,28628000,28923000,29350000,29843000,30277000,31016000,31595000,31778000,31296000,30820000,31751000,32169000,32275000,32803000,33860000,34421000,34661000,34681000,34830000,35399000,36071000,36874000,37435000,38115000,38885000,39544000,40179000,40742000,41349000,41857000,42257000,42611000,43042000,43440000,43973515,45013167,46019010,46991755,47954591,48787678,49513969,50311832,51113001,51976687,52881196,53627371,54248696,54856066,55514620,56198797,56861115,57536401,58120493,58733381,59516122,60500666,61508138,62530549,63574211,64601937,65611342,66655300,67626581,68569381,69497232,70317959,71151666,71961591,73019229,74148386,75065947,76122849,77057840,77814936,78570325,79199406,79888872,80515501,81203968,81982533,82834748,83586827,84232711,84845052,85374665,85872186
 "95000","Southeast",5,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",363,310,271,203,206,246,268,307,331,303,321,345,447,611,751,839,881,877,904,1010,982,1065,1203,1279,1339,1334,1425,1513,1563,1612,1695,1721,1785,1876,1974,2100,2255,2449,2634,2889,3198,3469,3740,4110,4574,4994,5376,5886,6430,7192,7945,8802,9823,10407,11083,12169,12925,13611,14365,15465,16639,17472,18005,19012,19753,20605,21604,22576,23580,24965,25835,27337,28249,28678,29638,31245,32954,34931,36345,37086,35601,36774,38365,39729,39605,41459,43171,43951,45748,47633,49414,52213,56118
 "96000","Southwest",6,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",4221.8,3624.0,3054.4,2301.0,2281.9,2631.3,3017.0,3436.0,3899.2,3745.0,3889.3,4139.4,5099.8,7285.6,9624.0,10455.1,10576.9,10914.5,12096.4,13335.6,14263.2,15354.0,17601.1,19152.7,19742.5,20244.4,21777.5,23385.6,25052.3,26206.0,27798.7,28816.8,30430.4,31996.2,33362.1,35740.6,38345.9,41705.9,45389.8,50517.5,56500.5,62538.5,68407.8,76144.8,86582.0,97435.2,110068.1,123376.8,137741.1,158696.7,183167.4,210219.7,245543.5,269938.8,287699.6,315287.7,339561.3,350080.0,359140.1,380981.1,407156.2,435969.9,456159.5,491174.9,520514.4,552547.6,591291.9,634836.8,687796.1,746467.4,786877.1,856233.9,908262.5,925637.2,966646.2,1024730.6,1115535.4,1226825.5,1298424.6,1407499.4,1337547.6,1411786.4,1528781.0,1626388.0,1671537.2,1790353.2,1826323.9,1826527.7,1942829.4,2067960.0,2159950.6,2283249.3,2473434.2
 "96000","Southwest",6,SAINC1,2,"...","Population (persons) 1/","Number of persons",8984000,9106000,9175000,9222000,9281000,9333000,9418000,9489000,9540000,9604000,9700000,9780000,9858000,10036000,10341000,10061000,9968000,10510000,10751000,11009000,11086000,11450000,11823000,12110000,12168000,12287000,12682000,12962000,13324000,13598000,13874000,14235000,14572000,14930000,15108000,15278000,15414000,15567000,15734000,15998000,16328000,16621375,17076950,17502870,17942658,18354229,18789070,19269802,19710280,20180482,20776513,21426140,21985332,22791219,23405364,23776476,24165954,24584827,24747513,24859623,25083118,25411251,25917326,26491437,27115790,27772489,28419852,29019737,29625063,30239551,30827272,31380654,31891889,32430969,32923761,33475468,34098071,34944948,35624083,36269039,36899289,37465360,37945350,38468774,38946001,39512694,40110452,40648062,41093589,41512417,41982207,42475236,42906773
 "96000","Southwest",6,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",470,398,333,250,246,282,320,362,409,390,401,423,517,726,931,1039,1061,1038,1125,1211,1287,1341,1489,1582,1622,1648,1717,1804,1880,1927,2004,2024,2088,2143,2208,2339,2488,2679,2885,3158,3460,3763,4006,4350,4825,5309,5858,6403,6988,7864,8816,9811,11169,11844,12292,13260,14051,14240,14512,15325,16232,17157,17601,18541,19196,19896,20806,21876,23217,24685,25525,27285,28479,28542,29360,30611,32715,35107,36448,38807,36249,37682,40289,42278,42919,45311,45532,44935,47278,49815,51449,53755,57647
 "97000","Rocky Mountain",7,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",1597.2,1468.1,1173.7,927.5,886.2,1042.6,1254.3,1462.3,1471.3,1441.2,1495.3,1592.2,1946.4,2720.4,3323.4,3312.1,3481.7,3818.5,4292.2,4793.3,4809.6,5379.4,6207.3,6584.7,6625.2,6700.8,7286.8,7938.9,8560.0,8795.2,9287.0,9819.2,10406.6,11218.4,11582.9,12119.7,13009.6,13792.2,14653.3,15901.4,17805.8,19931.4,22181.8,25136.6,28740.4,32389.6,35793.1,39578.0,44130.6,51079.3,57685.6,65482.5,74507.3,80525.0,86073.9,93219.2,98385.1,101921.0,105381.3,111342.8,120542.6,128615.7,136495.4,147774.2,159847.4,171007.8,184801.1,198590.6,212577.2,231641.6,246464.8,269911.8,282691.2,286676.4,296149.7,312694.7,336666.4,368734.1,395225.0,412916.0,393820.4,408127.0,440397.7,468046.3,486655.2,522936.8,550866.9,563546.4,599075.8,640642.7,678596.3,722806.1,784253.7
 "97000","Rocky Mountain",7,SAINC1,2,"...","Population (persons) 1/","Number of persons",2710000,2761000,2792000,2812000,2826000,2848000,2872000,2906000,2937000,2958000,2987000,3012000,2969000,2966000,3006000,2965000,2916000,3110000,3180000,3278000,3382000,3494000,3508000,3571000,3672000,3760000,3890000,4030000,4113000,4139000,4226000,4350000,4497000,4580000,4632000,4673000,4703000,4735000,4783000,4868000,4943000,5037873,5194044,5368407,5527390,5649835,5781745,5915555,6078758,6256862,6438928,6592318,6742612,6903979,7034816,7108977,7167704,7199874,7205624,7202616,7234109,7305119,7477155,7696444,7938748,8171343,8379865,8565452,8745913,8918147,9094461,9268926,9430982,9567277,9675332,9807510,9972107,10189958,10406301,10609537,10793888,10949633,11089025,11230078,11386485,11539776,11721767,11915924,12094213,12268132,12427477,12577224,12734041
 "97000","Rocky Mountain",7,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",589,532,420,330,314,366,437,503,501,487,501,529,656,917,1106,1117,1194,1228,1350,1462,1422,1540,1769,1844,1804,1782,1873,1970,2081,2125,2198,2257,2314,2449,2501,2594,2766,2913,3064,3267,3602,3956,4271,4682,5200,5733,6191,6690,7260,8164,8959,9933,11050,11664,12235,13113,13726,14156,14625,15459,16663,17606,18255,19200,20135,20928,22053,23185,24306,25974,27101,29120,29975,29964,30609,31883,33761,36186,37979,38919,36485,37273,39715,41678,42740,45316,46995,47294,49534,52220,54605,57469,61587
 "98000","Far West",8,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",7355.1,6765.2,5781.1,4499.1,4273.4,4863.9,5433.5,6511.0,6904.1,6827.4,7130.4,7874.1,10109.1,14191.8,18706.3,20280.3,20805.8,22008.4,22826.2,24696.4,25043.3,29193.2,33625.7,37035.2,39440.4,40467.2,44116.5,47838.4,50995.2,53292.3,58022.7,61278.7,64770.0,69808.0,74242.4,80067.7,85799.3,93565.1,100755.3,110715.6,121725.1,131575.5,140637.1,154352.9,170589.1,191194.4,212899.0,236674.9,262401.2,298985.6,339285.8,385032.1,430716.2,460616.7,496483.2,547057.8,588981.6,630292.0,675313.3,734928.9,796499.9,857642.6,894209.0,948869.6,980448.4,1018476.7,1073913.2,1143490.8,1218605.4,1322184.4,1413243.0,1546581.2,1598369.9,1623161.6,1695736.3,1804870.0,1911241.2,2064707.8,2170692.0,2216349.0,2138292.6,2231422.4,2365274.2,2517584.1,2558464.3,2732123.7,2924969.8,3053982.8,3201394.1,3367569.4,3527996.0,3816145.0,4130501.2
 "98000","Far West",8,SAINC1,2,"...","Population (persons) 1/","Number of persons",8123000,8327000,8465000,8546000,8629000,8753000,8905000,9120000,9360000,9526000,9688000,9889000,10254000,10985000,12025000,12803000,13264000,13514000,13650000,13880000,14219000,15392000,15942000,16530000,17217000,17820000,18384000,19101000,19764000,20469000,21159000,21659000,22378000,23114000,23811000,24389000,24908000,25311000,25779000,26151000,26635000,27101402,27570486,27918162,28327835,28800911,29346033,29929494,30553208,31285112,31964927,32779936,33433990,34086401,34716476,35321190,36037077,36815133,37640660,38542275,39534189,40610409,41427985,42225887,42797622,43271002,43744822,44314342,45053779,45798042,46505506,47188420,47891178,48493357,49053068,49601761,50090268,50570529,51031362,51608614,52167532,52684613,53171603,53650540,54120872,54651324,55207598,55738346,56174005,56477384,56663461,56758490,56540900
 "98000","Far West",8,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",905,812,683,526,495,556,610,714,738,717,736,796,986,1292,1556,1584,1569,1629,1672,1779,1761,1897,2109,2240,2291,2271,2400,2504,2580,2604,2742,2829,2894,3020,3118,3283,3445,3697,3908,4234,4570,4855,5101,5529,6022,6638,7255,7908,8588,9557,10614,11746,12883,13513,14301,15488,16344,17120,17941,19068,20147,21119,21585,22471,22909,23537,24549,25804,27048,28870,30389,32775,33375,33472,34569,36387,38156,40828,42536,42945,40989,42354,44484,46926,47273,49992,52981,54791,56991,59627,62262,67235,73053
"Note: See the included footnote file."
"SAINC1: Personal Income Summary: Personal Income, Population, Per Capita Personal Income "
"Last updated: March 23, 2022—preliminary statistics for 2021; revised statistics for 2010-2020."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
